 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0.51889046,0.542629743,0.560576048,0.601068047,0.601068047,0.998999361,0.797422247,0.809335358,0.303518484,0.781595659,8940000000,0,0.463286446,0.000651065,0.284947869,0.186844212,0.186844212,0.186844212,0.216602061,0.319303954,0.015502821,0.097956192,0.172252768,0.023016723,0.848184819,0.689778626,0.689778626,0.217636563,6200000000,0.00044883,0.264469932,0.378441563,0.009520095,0.008033817,0.632983452,0.003962283,0.089306769,0.910693231,0.005095394,0.373437371,0.005365848,0.097977429,0.17130684,0.397246601,0.071964018,0.000720278,0.008769645,0.000323869,5670000000,0.020322581,0.008765771,0.393059858,0.017917258,0.783696273,0.302382349,0.325664804,0.100759684,0.008595769,0.008257205,0.064416364,0.344511576,0.277123369,0.002740919,0.67155772,0.733882351,0.328617648,0.00967799,0.932500064,0.002282692,0.011052472,0.000176179,0.000168921,0.593962447,0.000150309,0.671600806,0.597749818,0.67155772,0.328617648,0.115237149,0.667653369,0.466197686,0.575931994,0.317876218,0.030627887,0,0.799358109,0.001302582,0.623508214,0.601068871,0.840267113,0.277652747,0.027884857,0.567721099,1,0.042809377
0.466387169,0.521314871,0.519835109,0.598488015,0.598488015,0.998940779,0.797344361,0.809275598,0.303504707,0.78152829,0.000106501,1020000000,0.466037593,0.000225023,0,0.180059837,0.180059837,0.180059837,0.209416659,0.326731273,0.031247637,0.092337758,0.165926038,0.022005753,0.847894167,0.68904825,0.68904825,0.21755232,5820000000,0.000419633,0.263277152,0.383815804,0.004713246,0.004773003,0.629857125,0.007385623,0.132236902,0.867763098,0.005101485,0.373752748,0.005365848,0.092302181,0.164942312,0.399341928,0.125937031,0.000714192,0.008861014,0.0018643,0.000160378,0.033225806,0.017017464,0.390809796,0.013492254,0.729136348,0.322026228,0.312337798,0.05872441,0.004792075,0.0025605,0.121490235,0.352839925,0.276950219,0.00015519,0.870538627,0.730319754,0.331972998,0.001206832,0.937995698,0.002166746,0.0179973,8700000000,9590000000,0.593897391,4870000000,0.671580691,0.417073783,0.870538627,0.331972998,0.111581863,0.65602103,0.461789067,0.616929391,0.316772876,0.060257856,0,0.789283466,0.001327762,0.623426413,0.598488549,0.839482264,0.28013522,0.026605212,0.56408245,1,0.027980951
0.587871106,0.622110772,0.621714225,0.628662852,0.628662852,0.999345541,0.797851517,0.809656946,0.303544345,0.781941625,0.000185712,3070000000,0.486025347,0.000424042,0.213584371,0.187392019,0.187392019,0.187392019,0.249976364,0.336952677,0.021174584,0.133132481,0.209987196,0.02217521,0.848080778,0.689508352,0.689508352,0.217605769,6820000000,0.000522919,0.264375131,0.389516039,0.015263603,0.011873555,0.63094033,0.006052399,0.117785773,0.882214227,0.005082742,0.375749022,0.005365848,0.133152572,0.204931755,0.398864987,0.086956522,0.000669555,0.009457896,0.000102797,6660000000,0.026290323,0.005983873,0.399606522,0.011816045,0.806413741,0.269327888,0.33395098,0.115264597,0.011935033,0.014605103,0.041492595,0.36547847,0.277161054,0.008944647,0.324813382,0.735754148,0.328001311,0.025165146,0.948545105,0.002636822,0.020475893,0.000152634,0.000126821,0.593983566,0.000147122,0.671590707,0.674874333,0.324813382,0.328001311,0.124217092,0.661589438,0.463281787,0.659949064,0.317459478,0.019215209,0,0.844730188,0.000705376,0.624143078,0.628663517,0.84379834,0.279168539,0.026873041,0.565520758,1,0.031804652
0.463754692,0.541321413,0.502382355,0.603792214,0.603792214,0.99893373,0.797475923,0.809348638,0.303749306,0.781491097,0.000198663,9980000000,0.461664276,540000000,0.542261362,0.182925288,0.182925288,0.182925288,0.209227569,0.31781849,0.015926312,0.09323345,0.175190179,0.022026218,0.847843641,0.689275762,0.689275762,0.217525205,7480000000,0.000431037,0.263825753,0.373598227,0.008604029,0.006659497,0.630698552,0.003322117,0.078695166,0.921304834,0.006589772,0.372293288,0.005365848,0.09328741,0.174187467,0.397478374,0.088455772,0.000829842,0.007614306,0.000138337,0.000385814,0.020967742,0.010305069,0.391013319,0.003398711,0.781092076,0.314217657,0.366463727,0.048360157,0.007181828,0.003201116,0.079863381,0.341440778,0.277267947,0.004026962,0.944257629,0.733639866,0.329054829,0,0.935652906,0.002273892,0.02240117,0.000171183,0.000151175,0.593952834,6260000000,0.671567621,0.111162342,0.944257629,0.329054829,0.110933234,0.638254061,0.457797964,0.566616442,0.313970667,0.033807704,0,0.801709318,0.00042427,0.62381902,0.6037923,0.840404912,0.277188099,0.026803744,0.56521771,1,0.048847786
0.598693511,0.660979067,0.662026875,0.624403638,0.624403638,0.999208964,0.797637366,0.809544976,0.303455642,0.781812782,0.000253938,0.00027709,0.477671255,0,0.018119243,0.20871434,0.20871434,0.20871434,0.260943557,0.338049091,0.042046675,0.143880791,0.210439105,0.022132794,0.848061862,0.689458984,0.689458666,0.217599238,0.00010652,0.000582835,0.264420977,0.396482992,0.022752503,0.018166857,0.630612252,0.002594406,0.065241709,0.934758291,0.015836904,0.369637181,0.005365848,0.143851678,0.207955659,0.401032658,0.196401799,0.000939405,0.006728803,9060000000,0.005924134,0.036451613,0.028582759,0.415583094,0.000870424,0.916731189,0.707300732,0.825317347,0.127407748,0.018798047,0.009795262,0.068694421,0.388124488,0.277096758,0.010557676,0.970503336,0.74075035,0.328508613,0,0.957662083,0.002430601,0.053941101,0.000199302,0.000174947,0.594021965,8520000000,0.671554496,0.01988166,0.970503336,0.328508613,0.110933234,0.608471519,0.446289297,0.668480473,0.310430576,0.012875219,0,0.859317197,0.001279135,0.624089921,0.624401866,0.843819108,0.276660721,0.026791157,0.565158396,1,0.059136197
0.460439721,0.520933275,0.517586595,0.618227418,0.618227418,0.998790798,0.797015526,0.809106992,0.303243914,0.781538115,0.000573326,0.000251622,0.465017656,0.000291029,0,0.21200118,0.21200118,0.21200118,0.214049352,0.319834477,0.003614804,0.092337758,0.164344355,0.022055185,0.843397717,0.686305295,0.686305295,0.217546977,9220000000,0.000502456,0.263838963,0.378516076,0.007716669,0.002312576,0.630498212,0.001036851,0.029990628,0.970009372,0.005116974,0.370087881,0.005365848,0.092342893,0.164241007,0.394910125,0.017991004,0.001903158,0.00332256,168000000,1440000000,0.010967742,0.004720709,0.389260758,0.048233374,0.759051611,0.056124614,0.134348756,0.035819009,0.003284673,0.005639335,0.033300464,0.351114986,0.278261158,0.011794907,0.958847532,0.732308173,0.327157115,0,0.929912742,0.002167259,0.013785194,0.000367561,0.000162605,0.593972865,0.000251505,0.671427376,0.634502207,0.958847532,0.327157115,0.110933234,0.616226671,0.43891128,0.575854681,0.311782768,0.037581567,0,0.790882743,0.001984922,0.623560622,0.618224401,0.83977786,0.275530814,0.026781159,0.56511027,1,0.124180746
0.50967679,0.566234191,0.559398255,0.607028063,0.607028063,0.99904662,0.797460982,0.809379625,0.303487063,0.78164001,0.000137723,985000000,0.460396065,0.000582058,0.043830347,0.172811934,0.172811934,0.172811934,0.223598374,0.316333027,0.027345463,0.106180278,0.177901634,0.022076867,0.848024217,0.689382435,0.689382435,0.217590322,8220000000,0.000464201,0.263975725,0.37356097,0.011950665,0.004257087,0.631275257,0.006963405,0.127913656,0.872086344,0.005165361,0.374159832,0.005365848,0.106144251,0.176924817,0.40523135,0.148425787,0.001470991,0.004298578,4390000000,0.000193663,0.035645161,0.00897434,0.394507135,0.006647634,0.827674898,0.214005415,0.567408888,0.079637796,0.004358824,0.004715214,0.089341533,0.338676432,0.277618842,0.019948359,0.658020212,0.737529868,0.330332773,0.003860329,0.936672531,0.002338602,0.025446689,0.000162261,589000000,0.593974319,6380000000,0.671580473,0.403268809,0.658020212,0.330332773,0.114570419,0.656131593,0.461892897,0.556358838,0.316735093,0.024491995,0,0.812135196,0.000515756,0.623595123,0.607029934,0.841361597,0.27982928,0.027020209,0.566056008,1,0.029035775
0.417442597,0.441615787,0.449328122,0.59394053,0.593954943,0.998897102,0.797251811,0.809166492,0.303434372,0.781447167,7750000000,2950000000,0.461696149,0.000454045,0,0.133875521,0.133875521,0.133875521,0.169329678,0.318738063,0.08634693,0.069701164,0.130074565,0.021999021,0.848051804,0.689399372,0.689401565,0.217600031,4860000000,0.000278391,0.263887918,0.378544018,0.006449902,0.005811074,0.63023486,0.129033641,0.277987726,0.722012274,0.00536561,0.437578705,0.049600273,0.069674467,0.129070206,0.514381256,0.248875562,0.000661439,0.009557803,0.00047902,0.001019002,0.235322581,0.106008842,0.36954162,0.012036956,0.763860018,0.582662535,0.636412288,0.007187737,0.005767709,0.000209395,0.182070889,0.341236541,0.277775455,0.002118211,0.625908579,0.74022802,0.398445305,0.01109283,0.903911368,0.001987645,0.045081949,8160000000,7920000000,0.593919545,280000000,0.671571321,0.127095022,0.625908579,0.398445305,0.21075893,0.63969097,0.458973455,0.5698294,0.310030701,0.044686823,0,0.731992954,0.014883856,0.623703375,0.593941553,0.79553227,0.368357046,0.026667295,0.56448938,1,0.011265025
0.535075318,0.587167466,0.591787569,0.607186613,0.607186613,0.999076893,0.797522682,0.809434829,0.303531535,0.781703027,0.000109855,2840000000,0.465131728,0.000172017,0.046867092,0.196325481,0.196325481,0.196409759,0.243830954,0.326554432,0.047552067,0.120999919,0.19627928,0.022191692,0.848210664,0.68981149,0.68981149,0.217647039,7080000000,0.000567388,0.264462161,0.383154502,0.010117285,0.007055011,0.630726976,0.007959219,0.137739215,0.862260785,0.005146451,0.37294641,0.005365848,0.120727279,0.1931981,0.406265616,0.154422789,0.000641149,0.009859233,0.000104326,0.00017702,0.04483871,0.017193719,0.398588906,0.012063395,0.811951466,0.39720822,0.552615519,0.052219872,0.007051281,0.002698702,0.102426369,0.348605749,0.277358843,0.008268032,0.702845055,0.736660423,0.331233664,0.005632147,0.946329312,0.002497756,0.019873088,0.000142596,0.000104648,0.593957976,3820000000,0.671577633,0.418648525,0.702845055,0.331233664,0.116420447,0.652370747,0.461017521,0.600124803,0.316212463,0.02885513,0,0.827110666,0.005438429,0.623930829,0.607185828,0.842740049,0.280551093,0.026821827,0.565300516,1,0.026723423
0.531516599,0.601831662,0.591573425,0.605456983,0.605565085,0.999036452,0.797530291,0.809454098,0.303629423,0.781730817,0.000124309,0.00012632,0.472153863,0.000154015,0,0.191605916,0.191605916,0.191605916,0.241845514,0.326165382,0.037025273,0.10829737,0.18995255,0.022118903,0.84808439,0.689448885,0.689448885,0.217602567,6500000000,0.000466447,0.264121034,0.383396669,0.009282342,0.008682611,0.630616019,0.003149764,0.075641685,0.924358315,0.005736243,0.369826184,0.005365848,0.108049571,0.188658472,0.395038738,0.172413793,0.002588944,0.00244218,0.002483376,0.000428934,0.035,0.015604483,0.395875263,0.00467542,0.776697752,0.27164204,0.267461219,0.156251791,0.009168189,0.015144496,0.054390568,0.362308174,0.27701262,0.000650706,0.664579665,0.733371677,0.328110548,0,0.946818668,0.002506151,0.025662132,5170000000,5840000000,0.59393052,9870000000,0.671586659,0.206969864,0.664579665,0.328110548,0.110933234,0.672348185,0.468918768,0.619055681,0.318262546,0.031394324,0,0.837448652,0.009761799,0.62385375,0.605451723,0.842631003,0.277063335,0.026792358,0.565164119,1,0.050870361
0.471554624,0.540231138,0.523850313,0.597529512,0.597450237,0.998992197,0.797391535,0.809315959,0.30347957,0.781566746,3840000000,509000000,0.463808158,0.00040004,0.151634781,0.167123172,0.167123172,0.167123172,0.214805711,0.320612577,0.036390036,0.100561843,0.171424268,0.02219411,0.851153626,0.689821127,0.689815905,0.217631201,5640000000,0.000450002,0.26425935,0.383210387,0.012214002,0.012260336,0.632683456,0.006460938,0.122471808,0.877528192,0.007916075,0.375160764,0.006958053,0.100542283,0.170462258,0.402872098,0.20089955,0.000641149,0.009852402,0.006306747,0.00176037,0.048387097,0.108382416,0.403349088,0.007148567,0.847638612,0.72891793,0.700492627,0.044678356,0.012313126,0.002193871,0.107824634,0.346717999,0.276977925,9910000000,0.831635848,0.738763424,0.331035299,0.002017723,0.929867027,0.002251467,0.02552929,0.000124862,0.000136406,0.593962736,229000000,0.671570643,0.056067201,0.831635848,0.331035299,0.113202222,0.638759929,0.458412158,0.588771776,0.313902529,0.023970794,0,0.799162293,0.002619519,0.625250574,0.597529239,0.840294586,0.279464979,0.027783025,0.567598016,1,0.030467797
0.510700531,0.573866114,0.562931634,0.601976102,0.601976102,0.999015422,0.797526555,0.809430793,0.303667128,0.78169208,879000000,4940000000,0.463992686,0,0.102743193,0.234966921,0.234966921,0.234966921,0.239765529,0.322133409,0.044466627,0.106587411,0.193417188,0.022057745,0.847985385,0.689382146,0.689382146,0.217592217,748000000,0.000484564,0.263930656,0.378190082,0.011677967,0.007875362,0.630613279,0.003930366,0.088792817,0.911207183,0.005376789,0.369637181,0.005365848,0.106543228,0.19245155,0.398757809,0.124437781,0.001140272,0.005541869,0.000134706,0.000212576,0.028387097,0.012091124,0.394134009,0.007703282,0.806660807,0.320335936,0.421197996,0.024980557,0.008617857,0.001939863,0.068005232,0.346269403,0.277253939,0.008252744,0.713535142,0.735236018,0.328747212,0,0.957008184,0.002579326,0.011655815,0.000137511,0.000107441,0.593964756,231000000,0.671570933,0.300594113,0.713535142,0.328747212,0.110933234,0.641021102,0.458737302,0.581021813,0.314311387,0.025056608,0,0.81979572,0.002051994,0.624081932,0.601977443,0.841622733,0.277629625,0.026791414,0.565159623,1,0.043064871
0.459659728,0.50904928,0.512072381,0.596008879,0.596008879,0.998955569,0.797343669,0.809273254,0.303472561,0.781546817,5190000000,645000000,0.459948164,0.000115012,0,0.173401879,0.173401879,0.173401879,0.210267562,0.314034095,0.053420452,0.093966289,0.162913309,0.02201307,0.847909625,0.688986561,0.688986561,0.217554165,7100000000,0.000430139,0.262982648,0.36880146,0.008833046,0.007038792,0.630447528,0.009133769,0.147988028,0.852011972,0.006184768,0.373935041,0.006476674,0.093946944,0.161948571,0.406554996,0.23988006,0.000829842,0.007616014,0.000327499,0.001189971,0.057258065,0.154117768,0.389385134,0.016122627,0.814727778,0.667974003,0.733135314,0.14803013,0.007820874,0.005071673,0.154743378,0.336358158,0.277173843,0.002968691,0.995666485,0.737213648,0.334334449,0,0.930407453,0.002133614,0.022433357,0.000119151,0.000113175,0.593943747,697000000,0.671586536,0.096985203,0.995666485,0.334334449,0.110933234,0.682068497,0.466014941,0.544015489,0.321856397,0.0329527,0,0.783290512,0.00314858,0.624159552,0.596006464,0.838869056,0.281403223,0.026743032,0.564917979,1,0.024632786
0.485838249,0.550370693,0.531398897,0.59820695,0.59820695,0.998955684,0.797432069,0.809340957,0.303626765,0.781595659,8710000000,1700000000,0.469164507,0.000170017,0.307419779,0.24364755,0.24364755,0.24364755,0.22511109,0.328464314,0.076485624,0.09347773,0.184303683,0.022057176,0.847899661,0.689218459,0.689218459,0.217571108,6290000000,0.000441418,0.263437226,0.377910659,0.014660797,0.011930325,0.63075677,0.002994738,0.072830063,0.927169937,0.006592803,0.370526278,0.006334698,0.093458401,0.183327049,0.397919142,0.1994003,0.001546062,0.004090224,0.000232918,0.000852573,0.037741935,0.037762731,0.391318604,0.005715486,0.818455144,0.349442618,0.418801878,0.01295548,0.011845889,0.001263602,0.054047107,0.356765119,0.277144427,0.007619526,0.685010956,0.735648081,0.328074101,0.00423199,0.952115287,0.002321631,0.021014513,7330000000,6460000000,0.59394994,698000000,0.671572913,0.12251126,0.685010956,0.328074101,0.113165654,0.644408271,0.459777087,0.60367698,0.314749727,0.020001303,0,0.80722704,0.004778625,0.623980959,0.598204195,0.84073555,0.276950699,0.026823248,0.565306904,1,0.052887342
0.55881636,0.603576101,0.592483538,0.605521844,0.605579498,0.999075969,0.797617445,0.809472326,0.303699033,0.78173994,8490000000,2610000000,0.459409678,0.000342034,0.262779634,0.208166533,0.208166533,0.208166533,0.2475182,0.312690104,0.042334044,0.117987135,0.21616329,0.022116248,0.848076096,0.689507458,0.689507458,0.217605231,8420000000,0.000707382,0.264239924,0.369090198,0.010794974,0.008434323,0.630736565,0.004858698,0.102578831,0.897421169,0.00704269,0.371460109,0.005365848,0.117958865,0.205195687,0.401514959,0.152923538,0.000671583,0.009403246,0.000158591,0.000812479,0.039677419,0.023832675,0.401099025,0.00350316,0.814893784,0.442059276,0.530380689,0.150182159,0.008726096,0.008608431,0.092300485,0.335621878,0.277202457,0.005695618,0.845317201,0.735991489,0.329911108,0.000914842,0.945858746,0.002673918,0.014415544,0.000147568,0.000126752,0.593963437,0.000117955,0.671607928,0.081657819,0.845317201,0.329911108,0.111634992,0.701620617,0.473672958,0.547649996,0.322956772,0.027073541,0,0.833426388,0.001026221,0.624122491,0.605517935,0.842702402,0.278303072,0.02681975,0.565291142,1,0.036959758
0.535172817,0.569559529,0.579474276,0.614342957,0.614342957,0.999085559,0.797503729,0.80938913,0.303480295,0.781675378,0.000216009,7590000000,0.47122619,0.000269027,0.2956777,0.182756732,0.182756732,0.182756732,0.22908197,0.327297163,0.029644418,0.112450126,0.183098592,0.022135654,0.848142174,0.69046145,0.69046145,0.217744241,6610000000,0.000465324,0.264589598,0.390512649,0.013475153,0.012591595,0.630787249,0.003021184,0.073313783,0.926686217,0.010176078,0.371611088,0.005365848,0.112438321,0.182165749,0.400971031,0.16191904,0.000594483,0.010641414,0.000386732,0.001506187,0.032903226,0.024975398,0.402331471,0.001514006,0.835847357,0.552462746,0.562797672,0.147867544,0.012802072,0.009923671,0.078763663,0.370097649,0.277028733,0.002091744,0.996594676,0.736614012,0.328946983,0,0.939116436,0.002313119,0.044495,0.000133492,0.000136736,0.593970371,0.000100055,0.671580297,0.039086783,0.996594676,0.328946983,0.110933234,0.658225484,0.46443941,0.636500175,0.31646816,0.02174886,0,0.817614993,0.000673548,0.6239979,0.614338672,0.841378812,0.276969966,0.026830946,0.565341235,1,0.052528265
0.427728757,0.484954208,0.477434552,0.593090128,0.593090128,0.998892018,0.797235625,0.809185501,0.303416728,0.781438325,6860000000,4470000000,0.462887195,0.00090109,0,0.174581771,0.174581771,0.174581771,0.180013236,0.324715286,0.061224798,0.075645306,0.138058296,0.021933644,0.847758352,0.686065549,0.686067049,0.217156754,5670000000,0.00039116,0.263129512,0.389795462,0.004849283,0.003995074,0.629616375,0.018128015,0.197236751,0.802763249,0.006639077,0.378948652,0.008178561,0.0756347,0.137108815,0.408805731,0.164917541,0.000799408,0.007902928,0.000207505,0.001632522,0.057903226,0.079229764,0.373849529,0.005747956,0.719542568,0.492869377,0.527917238,0.056926009,0.004451014,0.001521908,0.198440328,0.344998931,0.276727446,0.001385363,0.963814487,0.728113707,0.341757779,0.000302563,0.920000284,0.001990857,0.024561609,0.000114134,0.000111525,0.59389575,3570000000,0.671576899,0.050495996,0.963814487,0.341757779,0.11138146,0.652426194,0.460510529,0.592159797,0.31720041,0.058663905,0,0.761559131,0.006455886,0.623254347,0.593084805,0.835301613,0.287925681,0.026565895,0.563793315,1,0.017540664
0.476819578,0.539795028,0.526580652,0.597284481,0.597284481,0.998967239,0.797388353,0.809311662,0.303526218,0.781570536,6070000000,0,0.467547369,0.000326033,0.383338395,0.186464961,0.186464961,0.186464961,0.21896568,0.340029709,0.167369965,0.10039899,0.174888906,0.022067354,0.847972185,0.689290766,0.689290766,0.217583028,5110000000,0.000448854,0.263931433,0.414244998,0.010179063,0.007539112,0.631930042,0.011017792,0.161925205,0.838074795,0.008284955,0.373340073,0.005365848,0.100151449,0.173825503,0.416673923,0.469265367,0.001195053,0.005289112,0.000246866,0.00695524,0.132741935,0.072802315,0.393546053,0.00127304,0.853136259,0.731001147,0.919274617,0.077572249,0.007839292,0.002436449,0.168839402,0.359060258,0.277267476,0.006393847,0.995095012,0.741250123,0.335989946,0,0.932684706,0.002249181,0.03699351,6010000000,5040000000,0.593935418,1630000000,0.671571362,0.036208197,0.995095012,0.335989946,0.110933234,0.637189914,0.458368829,0.66083951,0.313387724,0.028683203,0,0.800112951,0.00302079,0.623869179,0.597281787,0.840465423,0.282769425,0.027146248,0.566425705,1,0.022200227
0.433968703,0.492477104,0.480379035,0.605356088,0.605356088,0.998982838,0.797268827,0.809202166,0.303284761,0.781451658,0.000174611,4180000000,0.46043297,0.000348035,0,0.161897939,0.161897939,0.161897939,0.19892219,0.316120818,0.030990517,0.098444752,0.157565715,0.022084563,0.847976938,0.688528074,0.688528074,0.2174932,5580000000,0.000405633,0.263114748,0.373672739,0.011878278,0.011123699,0.630087944,0.01165887,0.166097288,0.833902712,0.005493669,0.377824699,0.005365848,0.098400834,0.156534198,0.414001176,0.145427286,0.000361154,0.017491472,0.000158782,0.000407752,0.043709677,0.027205029,0.393953099,0.008549026,0.844430266,0.681649497,0.696409768,0.020467474,0.011264788,0.000983744,0.110167781,0.338831965,0.277038193,0.001938112,0.628403283,0.740728821,0.33278758,0.004243235,0.922638316,0.002147707,0.054969595,0.000175285,0.00017735,0.593978314,1440000000,0.671552074,0.195249761,0.628403283,0.33278758,0.117246515,0.605672346,0.453539485,0.554838171,0.306673645,0.024639918,0,0.769481832,0.000472407,0.624037308,0.605353786,0.837254824,0.283234721,0.026646016,0.564356151,1,0.021549152
0.512065519,0.550261666,0.55511537,0.619178714,0.619178714,0.999109478,0.797512721,0.809399806,0.303445974,0.781665554,0.000269664,0.000116133,0.474421882,0.000249025,0.258730641,0.17706797,0.17706797,0.17706797,0.219911128,0.323229822,0.012114887,0.103574627,0.175717406,0.022108299,0.848036322,0.68951496,0.68951496,0.217607245,6530000000,0.000455917,0.26406664,0.383238329,0.016639574,0.010040712,0.631156423,0.00374707,0.085860265,0.914139735,0.005083103,0.373115283,0.005365848,0.103579396,0.174737953,0.397412727,0.068965517,0.000929261,0.006810778,5890000000,5070000000,0.019677419,0.00467077,0.394247077,0.011617703,0.806520617,0.220990945,0.31699888,0.111098161,0.011272261,0.016122769,0.036167554,0.356176771,0.27723255,0.014205213,0.386965171,0.735181486,0.327525975,0.017503532,0.93508174,0.002303685,0.024240493,0.000182302,0.00012983,0.594000196,0.00017561,0.671591042,0.686215059,0.386965171,0.327525975,0.118390779,0.658271481,0.463735328,0.608610757,0.316586675,0.017630284,0,0.806411614,0.000823411,0.624017237,0.619179495,0.840724925,0.277496312,0.026883431,0.565563048,1,0.044619765
0.481012041,0.528837767,0.535092885,0.596743972,0.596743972,0.998954413,0.797359025,0.809287055,0.303501806,0.781536009,6480000000,985000000,0.462952618,0.000348035,0,0.174244659,0.174244659,0.174244659,0.211685733,0.31919785,0.02193082,0.094536276,0.168260902,0.022030185,0.847885815,0.689335605,0.689335605,0.217586672,6760000000,0.000447307,0.26394542,0.378236653,0.006458638,0.003955772,0.619718223,0.006308648,0.120778789,0.879221211,0.005100289,0.376026375,0.006115336,0.094557624,0.167287535,0.397501149,0.112443778,0.002110111,0.002995513,0.000127828,0.000102884,0.029032258,0.017663734,0.391567355,0.022030272,0.756275004,0.183387559,0.268076794,0.032418434,0.004326492,0.002211626,0.0774751,0.343511974,0.279153243,0.005859799,0.602345733,0.73231765,0.329635634,0.017731858,0.923744988,0.002178272,0.011686406,8960000000,6310000000,0.593920051,3200000000,0.67157389,0.550864531,0.602345733,0.329635634,0.118611689,0.645015297,0.459711829,0.575827992,0.3148951,0.044629753,0,0.792406492,0.013170528,0.624200612,0.596740024,0.839762955,0.279354605,0.025809677,0.499461897,1,0.030945731
0.44571735,0.544374182,0.496707533,0.596794419,0.596823246,0.998950831,0.797406753,0.809333275,0.303592685,0.781472711,6980000000,0,0.464051399,0.000724072,0,0.175213855,0.175213855,0.175213855,0.203365794,0.3250336,0.026997595,0.093966289,0.172403404,0.023602653,0.848138598,0.689852145,0.689852145,0.217605298,5900000000,0.000434131,0.264304419,0.393260311,0.007338511,0.004109237,0.633284133,0.010710475,0.159808931,0.840191069,0.007441215,0.375905592,0.005550478,0.094020226,0.171397331,0.405578338,0.100449775,0.00052347,0.012090497,7700000000,0.001395738,0.032580645,0.048417373,0.390357522,0.005605407,0.784010525,0.498270425,0.660772929,0.063249355,0.005377974,0.002008876,0.166960628,0.348630838,0.277724942,0.005416138,0.996613607,0.734916903,0.335733643,0,0.931731061,0.002271629,0.018435948,0.000254962,0.000195391,0.59394854,6640000000,0.671586391,0.048146897,0.996613607,0.335733643,0.110933234,0.660307666,0.462051545,0.605783258,0.318080753,0.039457458,0,0.800444518,0.007897197,0.623522134,0.596793787,0.840492292,0.282546691,0.028045691,0.567893404,1,0.022539156
0.503631843,0.557348452,0.559398255,0.605932631,0.605579498,0.999056557,0.797535963,0.809450453,0.303597277,0.781714957,0.00010442,4330000000,0.46908063,0.000168017,0.021662112,0.231047996,0.231047996,0.231047996,0.227569254,0.330303459,0.019571366,0.10398176,0.182797319,0.022117813,0.848067897,0.68963251,0.68963251,0.217619789,7460000000,0.000528908,0.264195631,0.384942811,0.00920746,0.007363813,0.630788277,0.002416582,0.061704508,0.938295492,0.005684658,0.37109776,0.006149459,0.103913235,0.179926099,0.396994734,0.064467766,0.000758828,0.008325613,8460000000,0.000130118,0.018387097,0.009414979,0.394936795,0.008967274,0.780653782,0.260446351,0.313559082,0.017276175,0.007445601,0.001422487,0.064110116,0.362716741,0.277265883,0.004902722,0.95440875,0.733492571,0.328320266,0,0.936084717,0.002518601,0.008423996,0.000206507,0.000175975,0.59396687,3100000000,0.671515854,0.231674688,0.95440875,0.328320266,0.110933234,0.602213268,0.443109829,0.610400831,0.309752637,0.031644356,0,0.810188514,0.01648377,0.623203074,0.605932155,0.840876718,0.276532038,0.026839975,0.565380893,1,0.062536504
